customer_id,age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status,province,monthly_income,stressed_interest_rate
CUST123080,41,Self-Employed,15.9,74292,592,1.6,163,40491,0,0,0,Line of Credit,Home Improvement,26500,13.69,54.50000000000001,0.357,0.119,0,British Columbia,6191.0,15.69
CUST123081,53,Self-Employed,7.8,71262,752,16.3,727,26678,0,1,0,Personal Loan,Medical,2500,8.93,37.4,0.035,0.012,1,Ontario,5938.5,10.93
CUST123082,18,Self-Employed,1.0,125396,649,0.3,199,60231,0,1,0,Personal Loan,Business,16100,13.69,48.0,0.128,0.043,0,Ontario,10449.666666666666,15.69
CUST123083,46,Employed,7.4,112213,786,25.1,12093,29494,0,0,0,Credit Card,Medical,70000,15.63,26.3,0.624,0.208,1,Ontario,9351.083333333334,17.630000000000003
CUST123084,36,Employed,4.5,34425,528,17.9,595,16402,0,2,0,Credit Card,Medical,31300,22.53,47.599999999999994,0.909,0.303,0,British Columbia,2868.75,24.53
CUST123085,29,Employed,2.0,38703,587,10.2,421,8088,0,0,0,Line of Credit,Personal,31200,14.82,20.9,0.806,0.269,1,Ontario,3225.25,16.82
CUST123086,44,Employed,10.4,70173,701,2.3,907,12614,0,0,0,Line of Credit,Personal,27100,8.23,18.0,0.386,0.129,1,Ontario,5847.75,10.23
CUST123087,32,Employed,9.8,45629,735,7.5,1585,11280,0,0,0,Credit Card,Home Improvement,53800,16.78,24.7,1.179,0.393,1,British Columbia,3802.4166666666665,18.78
CUST123088,43,Self-Employed,11.2,132753,624,6.6,451,49002,0,1,0,Personal Loan,Education,100000,13.25,36.9,0.753,0.251,1,Ontario,11062.75,15.25
CUST123089,23,Employed,4.9,116009,671,1.8,1216,21273,0,0,0,Personal Loan,Home Improvement,100000,12.19,18.3,0.862,0.287,1,Ontario,9667.416666666666,14.19
CUST123090,27,Self-Employed,2.1,55102,651,2.0,177,29868,0,1,1,Line of Credit,Education,37700,10.11,54.2,0.684,0.228,0,Ontario,4591.833333333333,12.11
CUST123091,46,Student,1.4,33171,681,6.5,143,2863,0,0,0,Personal Loan,Home Improvement,50200,11.88,8.6,1.513,0.504,1,Ontario,2764.25,13.88
CUST123092,52,Employed,12.7,39579,648,3.1,279,5213,1,1,0,Credit Card,Medical,2300,19.82,13.200000000000001,0.058,0.019,0,Ontario,3298.25,21.82
CUST123093,34,Employed,5.6,76609,711,7.2,490,16152,0,0,0,Credit Card,Personal,44300,16.27,21.099999999999998,0.578,0.193,1,Ontario,6384.083333333333,18.27
CUST123094,18,Employed,0.0,38348,541,1.2,981,7330,0,0,0,Credit Card,Education,9700,22.83,19.1,0.253,0.084,1,British Columbia,3195.6666666666665,24.83
CUST123095,32,Employed,3.4,71814,598,6.6,5869,33215,0,0,0,Personal Loan,Business,92700,16.16,46.300000000000004,1.291,0.43,0,British Columbia,5984.5,18.16
CUST123096,35,Employed,15.9,45553,588,6.0,192,17042,1,1,0,Credit Card,Education,35000,21.63,37.4,0.768,0.256,0,British Columbia,3796.0833333333335,23.63
CUST123097,32,Employed,5.3,47889,582,10.8,3091,26965,0,0,0,Personal Loan,Personal,20500,15.44,56.3,0.428,0.143,0,Ontario,3990.75,17.439999999999998
CUST123098,39,Employed,5.5,33238,657,19.2,10884,2220,0,1,0,Line of Credit,Personal,9700,10.37,6.7,0.292,0.097,1,Ontario,2769.8333333333335,12.37
CUST123099,29,Employed,6.5,18021,634,7.1,752,4122,0,0,0,Line of Credit,Personal,5000,11.96,22.900000000000002,0.277,0.092,1,British Columbia,1501.75,13.96
CUST123100,45,Student,0.3,15511,658,5.5,115,1507,0,0,0,Credit Card,Personal,1600,17.6,9.700000000000001,0.103,0.034,1,Ontario,1292.5833333333333,19.6
CUST123101,20,Employed,1.5,38802,648,0.5,266,24069,0,1,0,Credit Card,Medical,9100,19.49,62.0,0.235,0.078,0,Ontario,3233.5,21.49
CUST123102,49,Employed,12.6,49519,734,10.3,2079,30302,0,2,0,Line of Credit,Home Improvement,37800,7.7,61.199999999999996,0.763,0.254,0,Ontario,4126.583333333333,9.7
CUST123103,53,Employed,18.3,16815,681,4.4,248,3455,0,0,0,Credit Card,Education,2100,17.56,20.5,0.125,0.042,1,British Columbia,1401.25,19.56
CUST123104,24,Employed,5.0,40657,615,5.7,1513,22371,0,0,0,Line of Credit,Medical,20100,11.43,55.00000000000001,0.494,0.165,0,Ontario,3388.0833333333335,13.43
CUST123105,24,Employed,0.9,15000,579,1.8,259,1053,0,0,1,Credit Card,Education,12000,22.42,7.000000000000001,0.8,0.267,0,Ontario,1250.0,24.42
CUST123106,39,Employed,12.3,36013,538,4.9,571,13190,0,0,0,Credit Card,Personal,15200,21.02,36.6,0.422,0.141,1,Ontario,3001.0833333333335,23.02
CUST123107,20,Self-Employed,1.0,21315,591,1.4,83,1980,0,1,0,Personal Loan,Personal,17600,15.9,9.3,0.826,0.275,0,Ontario,1776.25,17.9
CUST123108,29,Employed,4.4,36079,676,10.3,1233,8557,0,0,0,Line of Credit,Personal,23600,10.17,23.7,0.654,0.218,1,Ontario,3006.5833333333335,12.17
CUST123109,48,Employed,25.6,36612,623,20.5,4724,13369,0,0,0,Credit Card,Education,32000,20.65,36.5,0.874,0.291,1,British Columbia,3051.0,22.65
CUST123110,43,Self-Employed,15.5,54517,648,6.2,545,10464,0,2,0,Credit Card,Medical,39600,19.74,19.2,0.726,0.242,1,British Columbia,4543.083333333333,21.74
CUST123111,58,Employed,31.4,48785,690,3.4,283,6603,0,1,0,Personal Loan,Home Improvement,55800,11.91,13.5,1.144,0.381,1,Ontario,4065.4166666666665,13.91
CUST123112,37,Employed,8.0,114849,721,14.5,3221,13951,0,1,0,Credit Card,Education,70000,15.59,12.1,0.609,0.203,1,British Columbia,9570.75,17.59
CUST123113,27,Student,1.0,35377,612,4.0,1476,4412,0,1,0,Personal Loan,Home Improvement,14100,14.58,12.5,0.399,0.133,1,British Columbia,2948.0833333333335,16.58
CUST123114,35,Employed,14.3,38168,688,9.0,479,8111,0,1,0,Personal Loan,Home Improvement,15000,12.24,21.3,0.393,0.131,1,Ontario,3180.6666666666665,14.24
CUST123115,33,Self-Employed,6.1,78458,669,0.6,70,16672,0,0,1,Personal Loan,Medical,91900,12.73,21.2,1.171,0.39,0,Ontario,6538.166666666667,14.73
CUST123116,33,Self-Employed,6.9,80979,685,7.5,1812,9115,0,0,0,Credit Card,Debt Consolidation,46700,18.25,11.3,0.577,0.192,1,Ontario,6748.25,20.25
CUST123117,34,Employed,13.5,56257,641,12.2,15231,27812,0,0,0,Personal Loan,Education,100000,14.17,49.4,1.778,0.593,1,British Columbia,4688.083333333333,16.17
CUST123118,23,Employed,4.1,22173,628,1.2,24,3824,0,0,0,Credit Card,Debt Consolidation,16700,20.9,17.2,0.753,0.251,0,British Columbia,1847.75,22.9
CUST123119,38,Employed,4.9,36633,741,7.5,29846,12583,0,0,0,Personal Loan,Home Improvement,15900,9.97,34.300000000000004,0.434,0.145,1,British Columbia,3052.75,11.97
CUST123120,18,Employed,0.0,31422,643,0.1,1,7452,0,0,0,Personal Loan,Personal,5300,13.96,23.7,0.169,0.056,1,Ontario,2618.5,15.96
CUST123121,26,Student,0.4,15000,599,1.3,266,6312,0,3,0,Personal Loan,Education,16400,15.96,42.1,1.093,0.364,0,British Columbia,1250.0,17.96
CUST123122,33,Employed,0.6,18301,646,10.3,272,2034,0,0,0,Personal Loan,Business,1900,13.37,11.1,0.104,0.035,1,Ontario,1525.0833333333333,15.37
CUST123123,18,Employed,0.0,40214,548,0.1,6,7159,0,1,0,Credit Card,Education,50100,22.68,17.8,1.246,0.415,0,Ontario,3351.1666666666665,24.68
CUST123124,44,Self-Employed,10.8,23276,671,7.4,136,15940,0,0,0,Line of Credit,Education,22000,9.66,68.5,0.945,0.315,0,Ontario,1939.6666666666667,11.66
CUST123125,18,Employed,0.0,18601,532,1.6,78,2397,0,1,1,Line of Credit,Business,11300,14.18,12.9,0.607,0.202,0,British Columbia,1550.0833333333333,16.18
CUST123126,43,Employed,11.9,40162,671,24.9,18500,16420,0,0,0,Credit Card,Education,33600,19.0,40.9,0.837,0.279,1,Ontario,3346.8333333333335,21.0
CUST123127,19,Self-Employed,1.0,62090,610,1.7,167,6009,0,0,0,Personal Loan,Business,13400,13.8,9.700000000000001,0.216,0.072,1,Ontario,5174.166666666667,15.8
CUST123128,30,Employed,1.7,76576,658,3.5,2185,46025,0,2,1,Credit Card,Medical,50100,17.64,60.099999999999994,0.654,0.218,0,British Columbia,6381.333333333333,19.64
CUST123129,41,Self-Employed,12.2,74837,705,11.8,27799,26663,0,2,0,Personal Loan,Medical,100000,10.05,35.6,1.336,0.445,1,British Columbia,6236.416666666667,12.05
CUST123130,61,Employed,34.3,68896,745,16.1,7631,25557,0,0,0,Line of Credit,Home Improvement,19600,9.28,37.1,0.284,0.095,1,British Columbia,5741.333333333333,11.28
CUST123131,36,Employed,5.8,55211,565,6.4,3944,7123,0,1,0,Line of Credit,Education,34700,13.6,12.9,0.628,0.209,1,British Columbia,4600.916666666667,15.6
CUST123132,18,Employed,0.0,24288,601,1.9,3153,4259,0,0,0,Line of Credit,Business,13700,11.17,17.5,0.564,0.188,0,Ontario,2024.0,13.17
CUST123133,46,Self-Employed,21.5,96159,679,5.0,1100,27486,0,0,0,Credit Card,Personal,9500,17.86,28.599999999999998,0.099,0.033,1,British Columbia,8013.25,19.86
CUST123134,32,Self-Employed,2.2,70220,595,7.6,112,20047,1,0,1,Credit Card,Education,66300,21.68,28.499999999999996,0.944,0.315,0,British Columbia,5851.666666666667,23.68
CUST123135,35,Employed,2.7,79544,610,13.4,1908,15303,0,2,0,Personal Loan,Education,100000,13.89,19.2,1.257,0.419,1,British Columbia,6628.666666666667,15.89
CUST123136,41,Employed,8.7,58480,618,3.0,291,4169,0,0,1,Credit Card,Business,16900,19.28,7.1,0.289,0.096,1,Ontario,4873.333333333333,21.28
CUST123137,18,Employed,0.0,27786,654,0.7,20,15771,0,0,0,Line of Credit,Education,13000,10.49,56.8,0.468,0.156,0,Ontario,2315.5,12.49
CUST123138,35,Employed,3.9,15445,657,12.4,211,3714,0,0,0,Line of Credit,Home Improvement,13900,9.41,24.0,0.9,0.3,1,Ontario,1287.0833333333333,11.41
CUST123139,30,Employed,6.6,22311,649,8.7,226,7892,0,1,0,Credit Card,Personal,1900,20.32,35.4,0.085,0.028,1,Ontario,1859.25,22.32
CUST123140,49,Employed,27.8,88839,697,1.6,630,35034,0,0,0,Credit Card,Home Improvement,70000,18.3,39.4,0.788,0.263,1,British Columbia,7403.25,20.3
CUST123141,43,Employed,22.1,35810,744,24.2,1951,20086,0,0,0,Personal Loan,Home Improvement,45700,9.92,56.10000000000001,1.276,0.425,0,Ontario,2984.1666666666665,11.92
CUST123142,18,Self-Employed,1.0,79595,606,2.0,7983,7162,0,1,0,Credit Card,Business,6900,19.99,9.0,0.087,0.029,1,Ontario,6632.916666666667,21.99
CUST123143,50,Employed,19.3,60811,647,5.7,802,14264,0,1,0,Line of Credit,Business,50000,11.2,23.5,0.822,0.274,0,Ontario,5067.583333333333,13.2
CUST123144,40,Employed,4.7,40729,556,8.9,474,11062,1,4,0,Personal Loan,Personal,56000,15.48,27.200000000000003,1.375,0.458,0,British Columbia,3394.0833333333335,17.48
CUST123145,18,Student,1.3,38876,682,1.9,1242,16090,0,1,0,Credit Card,Education,3900,18.68,41.4,0.1,0.033,1,Ontario,3239.6666666666665,20.68
CUST123146,35,Employed,9.7,15000,609,8.5,322,2325,0,0,0,Credit Card,Home Improvement,6000,20.38,15.5,0.4,0.133,1,British Columbia,1250.0,22.38
CUST123147,47,Employed,6.5,94213,828,5.1,4428,41370,0,1,0,Personal Loan,Business,31400,8.17,43.9,0.333,0.111,1,Ontario,7851.083333333333,10.17
CUST123148,20,Employed,1.9,30817,535,1.6,1000,10592,0,0,2,Personal Loan,Debt Consolidation,43000,15.47,34.4,1.395,0.465,0,British Columbia,2568.0833333333335,17.47
CUST123149,51,Employed,15.6,43916,654,8.6,111,21628,0,0,0,Credit Card,Education,27700,17.37,49.2,0.631,0.21,1,Ontario,3659.6666666666665,19.37
CUST123150,18,Self-Employed,1.0,59221,633,1.8,55,16268,0,0,0,Personal Loan,Education,93400,14.28,27.500000000000004,1.577,0.526,1,Ontario,4935.083333333333,16.28
CUST123151,25,Self-Employed,2.6,32508,639,6.3,1424,4044,0,0,0,Line of Credit,Personal,23300,12.59,12.4,0.717,0.239,1,British Columbia,2709.0,14.59
CUST123152,23,Employed,1.5,48579,740,3.6,60,13389,0,0,1,Credit Card,Education,20200,16.67,27.6,0.416,0.139,1,Ontario,4048.25,18.67
CUST123153,51,Employed,19.5,38015,691,20.2,109,4070,0,0,0,Personal Loan,Business,15800,12.6,10.7,0.416,0.139,1,British Columbia,3167.9166666666665,14.6
CUST123154,29,Employed,2.2,28351,672,3.6,948,5057,0,0,0,Personal Loan,Debt Consolidation,31900,11.29,17.8,1.125,0.375,0,Ontario,2362.5833333333335,13.29
CUST123155,21,Self-Employed,1.0,88704,642,2.6,7200,38881,0,2,1,Credit Card,Business,70000,19.96,43.8,0.789,0.263,0,British Columbia,7392.0,21.96
CUST123156,40,Self-Employed,9.5,56730,678,21.2,2911,20848,0,0,0,Personal Loan,Business,5400,11.07,36.7,0.095,0.032,1,Ontario,4727.5,13.07
CUST123157,42,Employed,3.9,71643,656,20.7,3238,11068,0,0,0,Line of Credit,Personal,30800,10.17,15.4,0.43,0.143,1,Ontario,5970.25,12.17
CUST123158,43,Employed,9.0,55350,685,6.1,293,27855,0,0,0,Credit Card,Business,1900,18.95,50.3,0.034,0.011,0,British Columbia,4612.5,20.95
CUST123159,31,Self-Employed,4.8,37677,599,6.7,8745,7723,0,2,2,Credit Card,Business,8600,21.52,20.5,0.228,0.076,0,British Columbia,3139.75,23.52
CUST123160,38,Student,0.0,30746,787,17.2,2348,10940,0,1,0,Credit Card,Education,3100,14.34,35.6,0.101,0.034,1,British Columbia,2562.1666666666665,16.34
CUST123161,27,Employed,3.1,44882,551,5.7,3347,7900,0,0,1,Personal Loan,Business,46100,15.57,17.599999999999998,1.027,0.342,0,Ontario,3740.1666666666665,17.57
CUST123162,55,Employed,16.4,52376,824,13.1,651,10031,0,0,0,Personal Loan,Medical,77700,8.09,19.2,1.484,0.495,1,Ontario,4364.666666666667,10.09
CUST123163,48,Employed,16.4,72165,779,10.5,9259,20144,0,0,0,Line of Credit,Personal,30000,6.16,27.900000000000002,0.416,0.139,1,British Columbia,6013.75,8.16
CUST123164,47,Self-Employed,21.2,76971,705,5.3,853,22251,0,0,0,Personal Loan,Business,100000,9.93,28.9,1.299,0.433,1,British Columbia,6414.25,11.93
CUST123165,44,Employed,8.5,48164,638,15.5,1027,26476,0,0,0,Line of Credit,Business,9000,11.48,55.00000000000001,0.187,0.062,0,Ontario,4013.6666666666665,13.48
CUST123166,41,Employed,21.2,59970,676,7.0,507,4466,0,0,0,Personal Loan,Education,57600,12.9,7.3999999999999995,0.96,0.32,1,British Columbia,4997.5,14.9
CUST123167,20,Employed,0.7,18953,668,0.2,373,10760,0,0,0,Credit Card,Debt Consolidation,16600,18.18,56.8,0.876,0.292,0,Ontario,1579.4166666666667,20.18
CUST123168,42,Self-Employed,11.7,29006,702,11.5,1415,9623,0,0,0,Credit Card,Medical,28300,15.62,33.2,0.976,0.325,1,Ontario,2417.1666666666665,17.619999999999997
CUST123169,36,Employed,1.4,51704,707,15.3,1603,7686,0,1,0,Line of Credit,Personal,23800,8.59,14.899999999999999,0.46,0.153,1,Ontario,4308.666666666667,10.59
CUST123170,50,Employed,12.9,22120,647,0.4,5,11104,0,1,0,Credit Card,Personal,30500,20.97,50.2,1.379,0.46,0,Ontario,1843.3333333333333,22.97
CUST123171,44,Student,1.6,25280,664,24.4,1665,5787,0,0,0,Personal Loan,Personal,41400,11.98,22.900000000000002,1.638,0.546,1,British Columbia,2106.6666666666665,13.98
CUST123172,41,Student,0.6,56729,648,1.9,381,11647,0,0,0,Credit Card,Personal,5700,20.86,20.5,0.1,0.033,1,Ontario,4727.416666666667,22.86
CUST123173,18,Self-Employed,1.0,110498,646,0.5,383,30967,0,1,0,Credit Card,Home Improvement,6300,19.33,28.000000000000004,0.057,0.019,1,British Columbia,9208.166666666666,21.33
CUST123174,33,Employed,13.9,98790,518,13.2,2789,25396,1,2,0,Credit Card,Education,10100,22.56,25.7,0.102,0.034,0,British Columbia,8232.5,24.56
CUST123175,28,Employed,0.1,24217,547,5.1,2035,6676,0,0,0,Personal Loan,Medical,8500,16.89,27.6,0.351,0.117,0,Ontario,2018.0833333333333,18.89
CUST123176,38,Employed,5.3,19177,551,7.7,1127,3719,0,0,1,Personal Loan,Home Improvement,11400,15.51,19.400000000000002,0.594,0.198,0,British Columbia,1598.0833333333333,17.509999999999998
CUST123177,30,Employed,10.8,40365,581,5.9,3981,10267,0,0,1,Credit Card,Personal,1900,22.78,25.4,0.047,0.016,0,Ontario,3363.75,24.78
CUST123178,31,Employed,1.8,65888,681,11.4,180,14279,0,0,0,Credit Card,Education,53600,17.86,21.7,0.814,0.271,1,British Columbia,5490.666666666667,19.86
CUST123179,40,Employed,18.9,43114,541,9.0,67,12509,1,3,1,Personal Loan,Medical,19900,16.47,28.999999999999996,0.462,0.154,0,Ontario,3592.8333333333335,18.47
CUST123180,29,Employed,10.5,78079,731,3.6,59,44599,0,1,0,Personal Loan,Business,23900,9.51,57.099999999999994,0.306,0.102,0,British Columbia,6506.583333333333,11.51
CUST123181,36,Employed,11.2,181698,579,3.5,377,71048,0,2,0,Credit Card,Education,63000,21.3,39.1,0.347,0.116,0,British Columbia,15141.5,23.3
CUST123182,18,Employed,0.0,15000,617,1.5,8,5331,0,0,0,Credit Card,Business,6500,19.49,35.5,0.433,0.144,1,British Columbia,1250.0,21.49
CUST123183,25,Employed,2.2,44998,619,6.5,15178,25545,0,2,0,Credit Card,Personal,22800,19.18,56.8,0.507,0.169,0,British Columbia,3749.8333333333335,21.18
CUST123184,42,Employed,3.3,98142,696,15.3,217,46614,0,1,0,Personal Loan,Home Improvement,46700,11.83,47.5,0.476,0.159,1,Ontario,8178.5,13.83
CUST123185,20,Employed,1.8,64164,627,1.4,49,13835,0,1,0,Credit Card,Business,20600,20.81,21.6,0.321,0.107,0,British Columbia,5347.0,22.81
CUST123186,49,Employed,24.6,32043,683,25.9,7488,6468,0,0,0,Credit Card,Education,22100,17.23,20.200000000000003,0.69,0.23,1,British Columbia,2670.25,19.23
CUST123187,46,Employed,6.2,31189,737,6.7,721,23909,0,0,0,Credit Card,Education,3300,15.75,76.7,0.106,0.035,0,Ontario,2599.0833333333335,17.75
CUST123188,31,Employed,8.7,26191,618,11.9,95,8603,0,1,0,Credit Card,Home Improvement,20600,20.75,32.800000000000004,0.787,0.262,1,Ontario,2182.5833333333335,22.75
CUST123189,70,Self-Employed,18.2,50393,727,17.3,10356,4511,0,0,0,Personal Loan,Education,33800,11.22,9.0,0.671,0.224,1,Ontario,4199.416666666667,13.22
CUST123190,49,Employed,4.4,52293,761,12.4,561,3442,0,0,0,Personal Loan,Personal,24300,9.33,6.6000000000000005,0.465,0.155,1,British Columbia,4357.75,11.33
CUST123191,23,Employed,1.2,63199,684,1.1,97,18589,0,0,0,Line of Credit,Business,31800,10.73,29.4,0.503,0.168,0,British Columbia,5266.583333333333,12.73
CUST123192,43,Employed,3.4,70418,647,0.1,15,29025,0,1,0,Line of Credit,Personal,50000,11.93,41.199999999999996,0.71,0.237,0,British Columbia,5868.166666666667,13.93
CUST123193,35,Employed,9.2,54600,681,15.0,8929,8431,0,0,0,Credit Card,Debt Consolidation,3100,18.64,15.4,0.057,0.019,1,British Columbia,4550.0,20.64
CUST123194,25,Employed,1.4,33121,560,1.1,7,19987,0,2,1,Personal Loan,Medical,35700,15.27,60.3,1.078,0.359,0,British Columbia,2760.0833333333335,17.27
CUST123195,22,Employed,3.9,37872,612,3.2,6893,8133,0,0,0,Personal Loan,Home Improvement,62700,14.12,21.5,1.656,0.552,0,British Columbia,3156.0,16.119999999999997
CUST123196,46,Self-Employed,7.3,88390,628,0.3,132,24936,0,1,0,Personal Loan,Debt Consolidation,49800,14.24,28.199999999999996,0.563,0.188,0,British Columbia,7365.833333333333,16.240000000000002
CUST123197,27,Employed,6.5,32176,623,6.7,14,8407,0,0,0,Personal Loan,Personal,60400,13.04,26.1,1.877,0.626,1,Ontario,2681.3333333333335,15.04
CUST123198,33,Employed,4.9,30615,710,0.9,162,6177,0,0,0,Personal Loan,Debt Consolidation,39000,10.5,20.200000000000003,1.274,0.425,0,Ontario,2551.25,12.5
CUST123199,23,Employed,1.8,36128,535,2.5,66,6236,0,1,0,Credit Card,Debt Consolidation,24000,21.01,17.299999999999997,0.664,0.221,0,Ontario,3010.6666666666665,23.01
CUST123200,26,Employed,2.5,65253,670,0.8,1151,10696,0,0,0,Personal Loan,Business,32000,12.66,16.400000000000002,0.49,0.163,1,British Columbia,5437.75,14.66
CUST123201,33,Employed,1.6,28784,726,12.2,1331,9770,0,0,0,Personal Loan,Business,27300,9.99,33.900000000000006,0.948,0.316,1,British Columbia,2398.6666666666665,11.99
CUST123202,39,Employed,19.5,33906,646,2.7,319,2965,0,1,0,Credit Card,Personal,34900,20.52,8.7,1.029,0.343,1,British Columbia,2825.5,22.52
CUST123203,18,Employed,0.0,28085,650,1.7,640,3667,0,0,0,Credit Card,Business,10400,18.59,13.100000000000001,0.37,0.123,1,Ontario,2340.4166666666665,20.59
CUST123204,35,Self-Employed,3.8,155182,699,10.7,711,11236,0,0,1,Credit Card,Education,70000,17.77,7.199999999999999,0.451,0.15,1,Ontario,12931.833333333334,19.77
CUST123205,26,Employed,2.5,15000,587,0.1,35,6468,0,0,0,Credit Card,Personal,9900,21.81,43.1,0.66,0.22,0,British Columbia,1250.0,23.81
CUST123206,51,Employed,14.6,85438,763,5.5,14492,14229,0,0,0,Personal Loan,Medical,100000,9.46,16.7,1.17,0.39,1,Ontario,7119.833333333333,11.46
CUST123207,70,Self-Employed,23.5,34645,802,24.3,5333,12552,0,0,0,Credit Card,Business,48000,14.45,36.199999999999996,1.385,0.462,1,Ontario,2887.0833333333335,16.45
CUST123208,30,Employed,10.5,76790,681,10.7,608,25906,0,1,0,Line of Credit,Debt Consolidation,35000,9.51,33.7,0.456,0.152,1,British Columbia,6399.166666666667,11.51
CUST123209,18,Employed,0.0,15000,648,0.9,12,9501,0,1,0,Credit Card,Home Improvement,15000,20.11,63.3,1.0,0.333,0,British Columbia,1250.0,22.11
CUST123210,36,Self-Employed,13.4,146694,673,12.5,2809,2311,0,0,0,Personal Loan,Business,100000,11.55,1.6,0.682,0.227,1,British Columbia,12224.5,13.55
CUST123211,32,Self-Employed,7.9,81761,676,10.2,1594,57233,0,1,0,Personal Loan,Business,100000,12.56,70.0,1.223,0.408,0,Ontario,6813.416666666667,14.56
CUST123212,58,Employed,9.0,229161,805,29.9,22405,13420,0,0,0,Personal Loan,Personal,29700,8.31,5.8999999999999995,0.13,0.043,1,British Columbia,19096.75,10.31
CUST123213,54,Employed,13.6,39105,612,25.9,62,3695,0,1,0,Credit Card,Personal,11400,19.34,9.4,0.292,0.097,1,Ontario,3258.75,21.34
CUST123214,45,Employed,20.0,68260,675,22.4,11215,14988,0,0,0,Line of Credit,Education,11900,9.5,22.0,0.174,0.058,1,Ontario,5688.333333333333,11.5
CUST123215,27,Employed,1.1,35780,669,5.4,1837,5065,0,1,0,Personal Loan,Education,60700,12.57,14.2,1.696,0.565,1,Ontario,2981.6666666666665,14.57
CUST123216,43,Employed,5.7,43128,653,22.9,3670,4865,0,0,0,Personal Loan,Personal,46600,11.03,11.3,1.081,0.36,1,Ontario,3594.0,13.03
CUST123217,38,Employed,19.6,48725,710,8.8,6342,19222,0,0,0,Line of Credit,Education,12000,7.82,39.4,0.246,0.082,1,Ontario,4060.4166666666665,9.82
CUST123218,37,Self-Employed,10.3,250000,688,18.4,4261,91742,0,0,0,Personal Loan,Business,41800,12.69,36.7,0.167,0.056,1,British Columbia,20833.333333333332,14.69
CUST123219,18,Self-Employed,1.0,66223,743,1.7,326,17813,0,0,0,Credit Card,Home Improvement,29600,15.57,26.900000000000002,0.447,0.149,1,Ontario,5518.583333333333,17.57
CUST123220,47,Employed,2.7,22419,594,8.9,1361,9274,0,0,0,Personal Loan,Education,41800,16.45,41.4,1.864,0.621,0,British Columbia,1868.25,18.45
CUST123221,36,Employed,17.3,38996,739,7.6,509,13244,0,1,0,Personal Loan,Medical,19300,11.24,34.0,0.495,0.165,1,British Columbia,3249.6666666666665,13.24
CUST123222,33,Self-Employed,6.0,48861,698,12.2,864,23302,0,0,0,Credit Card,Education,64100,18.93,47.699999999999996,1.312,0.437,1,Ontario,4071.75,20.93
CUST123223,27,Employed,3.8,19369,643,4.3,316,3444,0,1,0,Personal Loan,Debt Consolidation,22600,14.74,17.8,1.167,0.389,0,British Columbia,1614.0833333333333,16.740000000000002
CUST123224,25,Employed,5.6,15000,659,6.1,147,3028,0,0,0,Line of Credit,Business,10700,9.96,20.200000000000003,0.713,0.238,1,British Columbia,1250.0,11.96
CUST123225,38,Employed,13.4,85412,619,16.7,6913,44045,0,1,0,Credit Card,Personal,8800,20.15,51.6,0.103,0.034,0,Ontario,7117.666666666667,22.15
CUST123226,18,Employed,0.0,25852,578,1.6,26,11746,0,1,0,Personal Loan,Debt Consolidation,23200,15.23,45.4,0.897,0.299,0,British Columbia,2154.3333333333335,17.23
CUST123227,44,Employed,6.0,32976,676,6.5,3592,15024,0,1,0,Personal Loan,Personal,18300,12.64,45.6,0.555,0.185,1,Ontario,2748.0,14.64
CUST123228,22,Employed,2.2,20318,700,3.6,5,5638,0,0,0,Personal Loan,Debt Consolidation,39100,11.35,27.700000000000003,1.924,0.641,1,Ontario,1693.1666666666667,13.35
CUST123229,18,Employed,0.0,103809,752,1.2,54,22574,0,0,0,Line of Credit,Home Improvement,50000,6.12,21.7,0.482,0.161,1,British Columbia,8650.75,8.120000000000001
CUST123230,56,Employed,3.9,97639,712,27.0,22738,30528,0,1,0,Personal Loan,Education,5700,11.23,31.3,0.058,0.019,1,British Columbia,8136.583333333333,13.23
CUST123231,24,Employed,3.0,22970,590,4.0,24,8933,0,0,1,Credit Card,Debt Consolidation,21400,22.87,38.9,0.932,0.311,0,British Columbia,1914.1666666666667,24.87
CUST123232,26,Self-Employed,2.8,33718,602,6.5,1782,9436,0,1,0,Personal Loan,Home Improvement,57200,13.61,28.000000000000004,1.696,0.565,1,British Columbia,2809.8333333333335,15.61
CUST123233,48,Employed,21.9,146824,631,20.4,40011,79691,0,0,0,Credit Card,Debt Consolidation,70000,20.96,54.300000000000004,0.477,0.159,0,British Columbia,12235.333333333334,22.96
CUST123234,57,Employed,21.7,94276,705,8.5,825,12218,0,0,0,Credit Card,Home Improvement,54900,15.6,13.0,0.582,0.194,1,Ontario,7856.333333333333,17.6
CUST123235,18,Employed,0.0,15000,542,1.5,22,2626,0,0,1,Personal Loan,Debt Consolidation,8500,15.75,17.5,0.567,0.189,0,Ontario,1250.0,17.75
CUST123236,23,Employed,2.8,18721,680,0.7,9,9481,0,1,0,Credit Card,Education,21700,18.1,50.6,1.159,0.386,0,British Columbia,1560.0833333333333,20.1
CUST123237,24,Employed,1.6,50669,648,1.9,79,19613,0,0,0,Credit Card,Education,28200,19.51,38.7,0.557,0.186,1,Ontario,4222.416666666667,21.51
